Region code,Industry code,Date,Number of total users,Number of resumption users,Total electric power consumption
1,1110,2020/7/6 0:00,26,24,17235.48
1,1110,2020/7/9 0:00,26,23,17714.87
1,1110,2020/7/17 0:00,26,22,7849.86
1,1190,2020/7/5 0:00,24,7,566.61
1,1190,2020/7/14 0:00,24,9,894.62
1,1310,2020/7/3 0:00,106,52,15942.15
1,1310,2020/7/4 0:00,106,52,30965.06
1,1310,2020/7/7 0:00,106,49,28239.45
1,1320,2020/7/3 0:00,3086,1549,118609.8058
1,1320,2020/7/4 0:00,3086,1539,107886.7955
1,1320,2020/7/7 0:00,3076,1530,120028.6026
1,1330,2020/7/6 0:00,135,71,38811.25
1,1330,2020/7/9 0:00,135,69,31884.12
1,1330,2020/7/17 0:00,135,70,31307.67
1,1340,2020/7/16 0:00,1,1,4.8
1,1340,2020/7/22 0:00,1,1,4.8
1,1340,2020/7/24 0:00,1,1,4.8
1,1350,2020/7/5 0:00,29,21,68873.95
1,1350,2020/7/14 0:00,29,21,79667.66
1,1360,2020/7/6 0:00,4,3,10081.15
1,1360,2020/7/9 0:00,4,3,10467.44
1,1360,2020/7/17 0:00,4,3,9516.27
1,1370,2020/7/6 0:00,32,16,31172.2
1,1370,2020/7/9 0:00,32,16,32086.78
1,1370,2020/7/17 0:00,32,15,16680.37
1,1390,2020/7/5 0:00,1056,528,101119.0437
1,1390,2020/7/14 0:00,1053,514,246543.5255
1,1410,2020/7/8 0:00,168,117,33055.95
1,1410,2020/7/10 0:00,168,119,30471.32
1,1410,2020/7/11 0:00,168,118,31974.71
1,1410,2020/7/15 0:00,168,116,30948.48
1,1420,2020/7/8 0:00,7,5,730.01
1,1420,2020/7/10 0:00,7,5,1414.04
1,1420,2020/7/11 0:00,7,5,962.6
1,1420,2020/7/15 0:00,7,4,2207.6
1,1430,2020/7/13 0:00,15,11,461.79
1,1430,2020/7/21 0:00,15,9,321.39
1,1440,2020/7/12 0:00,13,9,103748.3
1,1440,2020/7/19 0:00,13,9,95019.4
1,1440,2020/7/20 0:00,13,9,85059
1,1450,2020/7/6 0:00,3,2,35205
1,1450,2020/7/9 0:00,3,2,41505
1,1450,2020/7/17 0:00,3,2,26685
1,1460,2020/7/8 0:00,26,18,64037.44
1,1460,2020/7/10 0:00,26,11,54725.36
1,1460,2020/7/11 0:00,26,16,54658.89
1,1460,2020/7/15 0:00,26,17,5044.56
1,1490,2020/7/12 0:00,150,82,47363.3342
1,1490,2020/7/19 0:00,150,71,36735.9642
1,1490,2020/7/20 0:00,150,75,39160.0162
1,1520,2020/7/16 0:00,12,8,42339.23
1,1520,2020/7/22 0:00,12,7,27480.72
1,1520,2020/7/24 0:00,12,8,26858.11
1,1530,2020/7/13 0:00,23,12,256695.25
1,1530,2020/7/21 0:00,23,12,239964.98
1,1540,2020/7/5 0:00,1,1,48
1,1540,2020/7/14 0:00,1,1,51.2
1,1620,2020/7/1 0:00,1,0,16280
1,1620,2020/7/2 0:00,1,0,13900
1,1620,2020/7/18 0:00,1,1,67780
1,1620,2020/7/23 0:00,1,1,87440
1,1690,2020/7/1 0:00,1,1,449.4
1,1690,2020/7/2 0:00,1,1,541.8
1,1690,2020/7/18 0:00,1,1,319.8
1,1690,2020/7/23 0:00,1,1,272.4
1,1710,2020/7/16 0:00,7,7,99.26
1,1710,2020/7/22 0:00,7,3,75.03
1,1710,2020/7/24 0:00,7,3,67.43
1,1720,2020/7/12 0:00,9,5,14313.71
1,1720,2020/7/19 0:00,9,5,18992.01
1,1720,2020/7/20 0:00,9,5,19662.51
1,1740,2020/7/13 0:00,1,1,5.1
1,1740,2020/7/21 0:00,1,1,5.69
1,1750,2020/7/16 0:00,10,7,7792.54
1,1750,2020/7/22 0:00,10,5,4608.55
1,1750,2020/7/24 0:00,10,5,4576.75
1,1760,2020/7/16 0:00,5,2,16.98
1,1760,2020/7/22 0:00,5,3,21.36
1,1760,2020/7/24 0:00,5,2,19.01
1,1770,2020/7/16 0:00,36,21,213411.61
1,1770,2020/7/22 0:00,36,12,169194.1652
1,1770,2020/7/24 0:00,36,13,184807.7052
1,1780,2020/7/12 0:00,12,6,4818.73
1,1780,2020/7/19 0:00,12,6,4646.29
1,1780,2020/7/20 0:00,12,6,4345.25
1,1810,2020/7/6 0:00,39,28,12942.3287
1,1810,2020/7/9 0:00,39,30,13905.3087
1,1810,2020/7/17 0:00,39,22,11154.6187
1,1840,2020/7/8 0:00,15,10,41940.65
1,1840,2020/7/10 0:00,15,11,42674.52
1,1840,2020/7/11 0:00,15,11,41881.04
1,1840,2020/7/15 0:00,15,11,41234.81
1,1850,2020/7/1 0:00,24,9,1097.93
1,1850,2020/7/2 0:00,24,9,1630.22
1,1850,2020/7/18 0:00,24,9,6013.67
1,1850,2020/7/23 0:00,24,7,5131.35
1,1910,2020/7/8 0:00,4,3,32.33
1,1910,2020/7/10 0:00,4,3,26.91
1,1910,2020/7/11 0:00,4,3,24.94
1,1910,2020/7/15 0:00,4,3,28.91
1,1920,2020/7/16 0:00,11,7,141.41
1,1920,2020/7/22 0:00,11,5,96.611
1,1920,2020/7/24 0:00,11,5,97.011
1,1930,2020/7/13 0:00,3,0,27.2
1,1930,2020/7/21 0:00,3,0,21.6
1,1940,2020/7/12 0:00,2,2,65.14
1,1940,2020/7/19 0:00,2,2,66.2
1,1940,2020/7/20 0:00,2,2,70.5
1,1950,2020/7/3 0:00,8,2,111.1
1,1950,2020/7/4 0:00,8,2,110.31
1,1950,2020/7/7 0:00,8,1,93.71
1,2010,2020/7/16 0:00,239,129,40249.8633
1,2010,2020/7/22 0:00,239,114,33582.85
1,2010,2020/7/24 0:00,239,114,35870.56
1,2020,2020/7/1 0:00,3,2,78.74
1,2020,2020/7/2 0:00,3,2,76.53
1,2020,2020/7/18 0:00,3,2,107.59
1,2020,2020/7/23 0:00,3,2,92.26
1,2031,2020/7/16 0:00,42,22,102389.81
1,2031,2020/7/22 0:00,42,19,8955.25
1,2031,2020/7/24 0:00,42,22,51828.79
1,2032,2020/7/12 0:00,16,9,387.54
1,2032,2020/7/19 0:00,16,9,505.89
1,2032,2020/7/20 0:00,16,9,454.77
1,2039,2020/7/8 0:00,49,18,8394.81
1,2039,2020/7/10 0:00,49,19,8954.49
1,2039,2020/7/11 0:00,49,18,11992.54
1,2039,2020/7/15 0:00,49,17,8603.6204
1,2040,2020/7/8 0:00,23,13,294.78
1,2040,2020/7/10 0:00,23,12,263.93
1,2040,2020/7/11 0:00,23,11,244.11
1,2040,2020/7/15 0:00,23,12,312.27
1,2110,2020/7/16 0:00,192,96,21007.6258
1,2110,2020/7/22 0:00,192,89,18014.45
1,2110,2020/7/24 0:00,192,86,15861.1
1,2130,2020/7/6 0:00,6,4,2024.15
1,2130,2020/7/9 0:00,6,3,1698.66
1,2130,2020/7/17 0:00,6,4,1718.77
1,2140,2020/7/6 0:00,1,1,12.77
1,2140,2020/7/9 0:00,1,1,3.58
1,2140,2020/7/17 0:00,1,1,5.48
1,2190,2020/7/6 0:00,82,49,27637.23
1,2190,2020/7/9 0:00,82,48,26770.77
1,2190,2020/7/17 0:00,82,44,18411.23
1,2210,2020/7/13 0:00,3,2,9670.4
1,2210,2020/7/21 0:00,3,2,9826.2
1,2220,2020/7/13 0:00,7,4,1934.8
1,2220,2020/7/21 0:00,7,3,1178.6
1,2230,2020/7/1 0:00,78,36,66478.13
1,2230,2020/7/2 0:00,78,36,71482.92
1,2230,2020/7/18 0:00,78,35,45273.43
1,2230,2020/7/23 0:00,77,31,35681.92
1,2310,2020/7/5 0:00,76,53,36514.0097
1,2310,2020/7/14 0:00,76,55,48264.25
1,2320,2020/7/16 0:00,35,22,27685.4726
1,2320,2020/7/22 0:00,35,16,26163.82
1,2320,2020/7/24 0:00,35,16,24297.78
1,2330,2020/7/12 0:00,2,1,449.2
1,2330,2020/7/19 0:00,2,1,417.2
1,2330,2020/7/20 0:00,2,1,426.4
1,2410,2020/7/12 0:00,3,1,52.55
1,2410,2020/7/19 0:00,3,1,49.64
1,2410,2020/7/20 0:00,3,1,50.34
1,2440,2020/7/1 0:00,1,0,14.88
1,2440,2020/7/2 0:00,1,0,11.87
1,2440,2020/7/18 0:00,1,0,9.71
1,2440,2020/7/23 0:00,1,0,11.15
1,2460,2020/7/6 0:00,20,11,3197.65
1,2460,2020/7/9 0:00,20,11,3385.39
1,2460,2020/7/17 0:00,20,10,1330.35
1,2510,2020/7/6 0:00,28,20,4447572.6
1,2510,2020/7/9 0:00,28,20,4476652.48
1,2510,2020/7/17 0:00,28,18,4618394.274
1,2541,2020/7/13 0:00,8,6,3233.08
1,2541,2020/7/21 0:00,8,4,1098.54
1,2542,2020/7/5 0:00,2,1,100890
1,2542,2020/7/14 0:00,2,1,100860
1,2550,2020/7/16 0:00,1,1,1464
1,2550,2020/7/22 0:00,1,1,1092
1,2550,2020/7/24 0:00,1,1,876
1,2610,2020/7/5 0:00,1,1,877800
1,2610,2020/7/14 0:00,1,1,891000
1,2620,2020/7/5 0:00,15,8,23690.44
1,2620,2020/7/14 0:00,15,7,20085.92
1,2630,2020/7/1 0:00,6,3,247.6
1,2630,2020/7/2 0:00,6,3,192.8
1,2630,2020/7/18 0:00,6,3,138.8
1,2630,2020/7/23 0:00,6,3,157.4
1,2640,2020/7/13 0:00,37,19,7806.35
1,2640,2020/7/21 0:00,37,16,6198.45
1,2650,2020/7/8 0:00,34,25,2846462.85
1,2650,2020/7/10 0:00,34,26,2859926.31
1,2650,2020/7/11 0:00,34,24,2881320.6
1,2650,2020/7/15 0:00,34,25,2719260.33
1,2660,2020/7/3 0:00,10,6,1087289.5
1,2660,2020/7/4 0:00,10,6,1086955.5
1,2660,2020/7/7 0:00,10,6,936523.2
1,2670,2020/7/6 0:00,24,12,27358.03
1,2670,2020/7/9 0:00,24,13,25621.65
1,2670,2020/7/17 0:00,24,11,20999.07
1,2690,2020/7/6 0:00,2,2,6914715
1,2690,2020/7/9 0:00,2,2,9040092.097
1,2690,2020/7/17 0:00,2,2,3657920.806
1,26D0,2020/7/3 0:00,4,1,13000.07
1,26D0,2020/7/4 0:00,4,1,10280.06
1,26D0,2020/7/7 0:00,4,1,12960
1,2710,2020/7/16 0:00,4,3,5332.8
1,2710,2020/7/22 0:00,4,1,2121.2
1,2710,2020/7/24 0:00,4,2,1997.4
1,2720,2020/7/12 0:00,3,2,3335.5
1,2720,2020/7/19 0:00,3,3,3346.3
1,2720,2020/7/20 0:00,3,3,4612.1
1,2730,2020/7/6 0:00,7,5,15505.2
1,2730,2020/7/9 0:00,7,4,15315.61
1,2730,2020/7/17 0:00,7,4,16648.2
1,2740,2020/7/1 0:00,15,12,43411.55
1,2740,2020/7/2 0:00,15,12,49607.3
1,2740,2020/7/18 0:00,15,9,17139.95
1,2740,2020/7/23 0:00,15,8,18593.7
1,2750,2020/7/1 0:00,5,4,31878.1
1,2750,2020/7/2 0:00,5,4,32573.9
1,2750,2020/7/18 0:00,5,4,32550.1
1,2750,2020/7/23 0:00,5,4,30109.7
1,2760,2020/7/16 0:00,10,10,297813.4955
1,2760,2020/7/22 0:00,10,10,302233.14
1,2760,2020/7/24 0:00,10,10,298114.8
1,2770,2020/7/1 0:00,11,8,3072.9
1,2770,2020/7/2 0:00,11,8,3583.35
1,2770,2020/7/18 0:00,11,6,3384.85
1,2770,2020/7/23 0:00,11,6,2698.15
1,2810,2020/7/3 0:00,6,2,924.1
1,2810,2020/7/4 0:00,6,2,755
1,2810,2020/7/7 0:00,6,4,5257.6
1,2820,2020/7/6 0:00,7,3,30098.62
1,2820,2020/7/9 0:00,7,4,32937.24
1,2820,2020/7/17 0:00,7,2,652.97
1,2910,2020/7/5 0:00,8,6,307312.9
1,2910,2020/7/14 0:00,8,6,305067.6
1,2920,2020/7/5 0:00,22,13,56613
1,2920,2020/7/14 0:00,22,14,51888.45
1,2930,2020/7/8 0:00,3,1,4.69
1,2930,2020/7/10 0:00,3,1,8.6
1,2930,2020/7/11 0:00,3,1,6.38
1,2930,2020/7/15 0:00,3,1,7.89
1,2940,2020/7/5 0:00,4,2,893.65
1,2940,2020/7/14 0:00,4,2,991.52
1,2990,2020/7/12 0:00,40,20,42348.21
1,2990,2020/7/19 0:00,40,14,29910.55
1,2990,2020/7/20 0:00,40,13,29404.76
1,3010,2020/7/5 0:00,34,18,14587.7735
1,3010,2020/7/14 0:00,33,16,12756.58
1,3020,2020/7/6 0:00,199,108,278223.41
1,3020,2020/7/9 0:00,199,109,281369.57
1,3020,2020/7/17 0:00,199,103,257874.31
1,3030,2020/7/13 0:00,20,11,24046.04
1,3030,2020/7/21 0:00,20,11,18124.28
1,3040,2020/7/8 0:00,28,15,3339.46
1,3040,2020/7/10 0:00,28,14,3534.76
1,3040,2020/7/11 0:00,28,17,3612.29
1,3040,2020/7/15 0:00,28,15,3754.29
1,3050,2020/7/6 0:00,2,1,110.29
1,3050,2020/7/9 0:00,2,1,110.86
1,3050,2020/7/17 0:00,2,1,97.3
1,3060,2020/7/16 0:00,36,24,48603.24
1,3060,2020/7/22 0:00,36,19,39166.64
1,3060,2020/7/24 0:00,36,18,28840.74
1,3080,2020/7/6 0:00,26,9,9444.88
1,3080,2020/7/9 0:00,26,8,8852.29
1,3080,2020/7/17 0:00,26,8,5798.37
1,3090,2020/7/6 0:00,367,180,354361.47
1,3090,2020/7/9 0:00,367,176,338972.79
1,3090,2020/7/17 0:00,366,172,314727.1747
1,30B0,2020/7/3 0:00,56,31,20308.55
1,30B0,2020/7/4 0:00,56,29,20921.75
1,30B0,2020/7/7 0:00,56,30,11812.62
1,3110,2020/7/12 0:00,34,20,302870
1,3110,2020/7/19 0:00,34,18,156707.6
1,3110,2020/7/20 0:00,34,19,155599.8
1,3120,2020/7/5 0:00,57,28,51701.48
1,3120,2020/7/14 0:00,57,29,54099.59
1,3130,2020/7/5 0:00,89,52,87655.9
1,3130,2020/7/14 0:00,87,52,88668.4761
1,3141,2020/7/13 0:00,5,3,12160.4
1,3141,2020/7/21 0:00,5,3,8386.6
1,314A,2020/7/8 0:00,1,1,4005
1,314A,2020/7/10 0:00,1,1,4485
1,314A,2020/7/11 0:00,1,1,5715
1,314A,2020/7/15 0:00,1,1,4095
1,314B,2020/7/13 0:00,1,1,362.4
1,314B,2020/7/21 0:00,1,0,32
1,3151,2020/7/12 0:00,4,2,6087.2
1,3151,2020/7/19 0:00,4,2,4720.8
1,3151,2020/7/20 0:00,4,2,4140
1,3152,2020/7/16 0:00,2,0,0
1,3152,2020/7/22 0:00,2,0,0
1,3152,2020/7/24 0:00,2,0,0
1,3153,2020/7/5 0:00,12,3,67.66
1,3153,2020/7/14 0:00,12,3,75.81
1,3154,2020/7/12 0:00,429,171,328395.1031
1,3154,2020/7/19 0:00,428,144,217507.54
1,3154,2020/7/20 0:00,428,141,211873.978
1,3155,2020/7/6 0:00,1,1,14.49
1,3155,2020/7/9 0:00,1,1,18.23
1,3155,2020/7/17 0:00,1,1,14.03
1,3160,2020/7/8 0:00,6,5,5917.7
1,3160,2020/7/10 0:00,6,5,5700.26
1,3160,2020/7/11 0:00,6,6,5088.26
1,3160,2020/7/15 0:00,6,6,5535.09
1,3171,2020/7/5 0:00,3,2,7760
1,3171,2020/7/14 0:00,3,2,8580
1,3172,2020/7/5 0:00,1,1,12840
1,3172,2020/7/14 0:00,1,1,11010
1,3174,2020/7/8 0:00,8,4,11817.65
1,3174,2020/7/10 0:00,8,4,9937.95
1,3174,2020/7/11 0:00,8,5,11480.32
1,3174,2020/7/15 0:00,8,4,13598.57
1,3176,2020/7/6 0:00,2,2,4431.6
1,3176,2020/7/9 0:00,2,2,4236
1,3176,2020/7/17 0:00,2,2,2608.4
1,3177,2020/7/13 0:00,13,8,347.54
1,3177,2020/7/21 0:00,13,8,170.15
1,3179,2020/7/6 0:00,30,20,54069.46
1,3179,2020/7/9 0:00,30,20,54334.2968
1,3179,2020/7/17 0:00,30,17,42959.5341
1,3181,2020/7/1 0:00,2,1,50.7
1,3181,2020/7/2 0:00,2,1,30.3
1,3181,2020/7/18 0:00,2,1,34.2
1,3181,2020/7/23 0:00,2,1,32.4
1,3182,2020/7/3 0:00,1,1,53680
1,3182,2020/7/4 0:00,1,1,54760
1,3182,2020/7/7 0:00,1,1,54840
1,3190,2020/7/1 0:00,4,2,47.4
1,3190,2020/7/2 0:00,4,2,101
1,3190,2020/7/18 0:00,4,2,14.6
1,3190,2020/7/23 0:00,4,2,13.8
1,31B0,2020/7/5 0:00,8,7,1047663.6
1,31B0,2020/7/14 0:00,8,7,830868
1,3210,2020/7/13 0:00,2,1,173600
1,3210,2020/7/21 0:00,2,1,204400
1,3220,2020/7/5 0:00,16,10,8800300
1,3220,2020/7/14 0:00,16,11,7800250
1,3230,2020/7/13 0:00,4,3,15470
1,3230,2020/7/21 0:00,4,3,14745
1,3320,2020/7/1 0:00,1,1,420
1,3320,2020/7/2 0:00,1,1,522
1,3320,2020/7/18 0:00,1,1,570
1,3320,2020/7/23 0:00,1,1,546
1,3330,2020/7/5 0:00,1,1,35575
1,3330,2020/7/14 0:00,1,1,35855
1,3340,2020/7/3 0:00,4,1,3080
1,3340,2020/7/4 0:00,4,1,1620
1,3340,2020/7/7 0:00,4,1,3140
1,3350,2020/7/3 0:00,34,17,7895.79
1,3350,2020/7/4 0:00,34,18,7261.66
1,3350,2020/7/7 0:00,34,17,8755.69
1,3360,2020/7/5 0:00,3,3,6.64E+07
1,3360,2020/7/14 0:00,3,3,6.73E+07
1,3410,2020/7/16 0:00,23,16,45508.62
1,3410,2020/7/22 0:00,23,15,13334.8
1,3410,2020/7/24 0:00,23,17,39287.27
1,3421,2020/7/13 0:00,3,0,9.4
1,3421,2020/7/21 0:00,3,0,10.18
1,3422,2020/7/1 0:00,1,0,0
1,3422,2020/7/2 0:00,1,0,0
1,3422,2020/7/18 0:00,1,0,0
1,3422,2020/7/23 0:00,1,0,0
1,3423,2020/7/6 0:00,17,9,198.88
1,3423,2020/7/9 0:00,17,8,149.94
1,3423,2020/7/17 0:00,17,9,149.68
1,3429,2020/7/3 0:00,82,43,12965.73
1,3429,2020/7/4 0:00,82,43,10511.93
1,3429,2020/7/7 0:00,82,44,12194.6013
1,3430,2020/7/3 0:00,2,2,1685.5
1,3430,2020/7/4 0:00,2,2,1685.6
1,3430,2020/7/7 0:00,2,2,1374.5
1,3440,2020/7/1 0:00,34,13,5935.41
1,3440,2020/7/2 0:00,34,12,7342.2
1,3440,2020/7/18 0:00,33,12,6010.75
1,3440,2020/7/23 0:00,33,11,3817.8
1,3450,2020/7/6 0:00,45,26,33283.44
1,3450,2020/7/9 0:00,45,29,33605.7
1,3450,2020/7/17 0:00,45,25,27150.49
1,3460,2020/7/8 0:00,129,63,56959.81
1,3460,2020/7/10 0:00,129,63,48625.85
1,3460,2020/7/11 0:00,129,61,51430.68
1,3460,2020/7/15 0:00,129,66,63003.89
1,3471,2020/7/1 0:00,1,0,0
1,3471,2020/7/2 0:00,1,0,0
1,3471,2020/7/18 0:00,1,0,0
1,3471,2020/7/23 0:00,1,0,0
1,3479,2020/7/3 0:00,2,0,0
1,3479,2020/7/4 0:00,2,0,0
1,3479,2020/7/7 0:00,2,0,0
1,3480,2020/7/16 0:00,20,11,1915.09
1,3480,2020/7/22 0:00,20,10,1618.33
1,3480,2020/7/24 0:00,20,10,1726.88
1,3490,2020/7/12 0:00,721,373,496882.3341
1,3490,2020/7/19 0:00,721,354,395563.66
1,3490,2020/7/20 0:00,721,351,393523.33
1,3512,2020/7/6 0:00,22,17,1376.32
1,3512,2020/7/9 0:00,22,18,1764.35
1,3512,2020/7/17 0:00,22,15,1294.79
1,3520,2020/7/6 0:00,101,55,100169.65
1,3520,2020/7/9 0:00,101,54,106440.63
1,3520,2020/7/17 0:00,100,48,92568.708
1,3530,2020/7/8 0:00,7,7,7982
1,3530,2020/7/10 0:00,7,7,8521
1,3530,2020/7/11 0:00,7,7,8390.6
1,3530,2020/7/15 0:00,7,7,8383
1,3540,2020/7/13 0:00,8,7,4822.48
1,3540,2020/7/21 0:00,8,7,5697.25
1,3550,2020/7/13 0:00,2,1,121.7
1,3550,2020/7/21 0:00,2,1,47.2
1,3560,2020/7/1 0:00,5,4,2403.59
1,3560,2020/7/2 0:00,5,4,2535.51
1,3560,2020/7/18 0:00,5,4,2113.28
1,3560,2020/7/23 0:00,5,4,2068.63
1,3580,2020/7/13 0:00,17,13,2422.41
1,3580,2020/7/21 0:00,17,10,1650.06
1,35A0,2020/7/5 0:00,4,3,695.83
1,35A0,2020/7/14 0:00,4,3,653.94
1,35B9,2020/7/3 0:00,3,3,1434.76
1,35B9,2020/7/4 0:00,3,3,1172.28
1,35B9,2020/7/7 0:00,3,3,1310.17
1,3610,2020/7/13 0:00,9,6,6550
1,3610,2020/7/21 0:00,9,7,9744.2
1,3620,2020/7/5 0:00,7,4,748.95
1,3620,2020/7/14 0:00,7,4,846.17
1,3640,2020/7/13 0:00,1,0,20.8
1,3640,2020/7/21 0:00,1,0,14.4
1,3650,2020/7/6 0:00,1,1,1036.8
1,3650,2020/7/9 0:00,1,1,439.2
1,3650,2020/7/17 0:00,1,1,512.8
1,3660,2020/7/1 0:00,4,2,1247.78
1,3660,2020/7/2 0:00,4,2,985.83
1,3660,2020/7/18 0:00,4,1,1038.8
1,3660,2020/7/23 0:00,4,0,127.95
1,3670,2020/7/12 0:00,11,10,25972.86
1,3670,2020/7/19 0:00,11,10,22648.5
1,3670,2020/7/20 0:00,11,10,24735.08
1,3690,2020/7/6 0:00,15,9,16417.5
1,3690,2020/7/9 0:00,15,9,18000.1
1,3690,2020/7/17 0:00,15,8,21148.4
1,3710,2020/7/3 0:00,3,2,6295
1,3710,2020/7/4 0:00,3,2,5980
1,3710,2020/7/7 0:00,3,2,6180
1,3750,2020/7/5 0:00,5,4,5691.2
1,3750,2020/7/14 0:00,5,4,11676.8
1,3770,2020/7/1 0:00,1,1,204.8
1,3770,2020/7/2 0:00,1,1,194.4
1,3770,2020/7/18 0:00,1,1,576.8
1,3770,2020/7/23 0:00,1,1,608.8
1,3790,2020/7/16 0:00,2,2,1983.2
1,3790,2020/7/22 0:00,2,1,615
1,3790,2020/7/24 0:00,2,1,615
1,3811,2020/7/1 0:00,11,10,67369.2
1,3811,2020/7/2 0:00,11,10,58818.4
1,3811,2020/7/18 0:00,11,9,39434.8
1,3811,2020/7/23 0:00,11,9,39345.2
1,3820,2020/7/16 0:00,1,1,4230
1,3820,2020/7/22 0:00,1,1,3780
1,3820,2020/7/24 0:00,1,1,5280
1,3860,2020/7/6 0:00,1,1,104
1,3860,2020/7/9 0:00,1,1,86.4
1,3860,2020/7/17 0:00,1,1,94.4
1,3870,2020/7/16 0:00,2,1,27369.6
1,3870,2020/7/22 0:00,2,1,6875.42
1,3870,2020/7/24 0:00,2,0,3036.78
1,3910,2020/7/8 0:00,3,2,3274.2
1,3910,2020/7/10 0:00,3,2,2726.6
1,3910,2020/7/11 0:00,3,1,2971.5
1,3910,2020/7/15 0:00,3,2,3085.1
1,3921,2020/7/6 0:00,12,10,1.35E+07
1,3921,2020/7/9 0:00,12,11,1.38E+07
1,3921,2020/7/17 0:00,12,10,1.15E+07
1,3929,2020/7/12 0:00,8,5,3802.26
1,3929,2020/7/19 0:00,8,4,3610.75
1,3929,2020/7/20 0:00,8,4,2463.55
1,3930,2020/7/1 0:00,61,42,106253.3
1,3930,2020/7/2 0:00,61,43,121950.7
1,3930,2020/7/18 0:00,61,36,109359.71
1,3930,2020/7/23 0:00,61,36,73224.67
1,3950,2020/7/1 0:00,1,0,518.4
1,3950,2020/7/2 0:00,1,0,533.6
1,3950,2020/7/18 0:00,1,0,580
1,3950,2020/7/23 0:00,1,0,525.6
1,3960,2020/7/5 0:00,1,1,546
1,3960,2020/7/14 0:00,1,1,730.8
1,3970,2020/7/12 0:00,10,7,3526.6
1,3970,2020/7/19 0:00,10,7,2107.45
1,3970,2020/7/20 0:00,10,7,2433.75
1,3990,2020/7/8 0:00,31,21,24991.6177
1,3990,2020/7/10 0:00,31,19,32504.71
1,3990,2020/7/11 0:00,31,19,30155.52
1,3990,2020/7/15 0:00,31,20,30761.51
1,4010,2020/7/5 0:00,16,9,5953.56
1,4010,2020/7/14 0:00,16,8,1645.93
1,4030,2020/7/8 0:00,1,1,208.8
1,4030,2020/7/10 0:00,1,1,172
1,4030,2020/7/11 0:00,1,1,206.4
1,4030,2020/7/15 0:00,1,1,356
1,4081,2020/7/6 0:00,3,3,511.9
1,4081,2020/7/9 0:00,3,3,520.3
1,4081,2020/7/17 0:00,3,2,305.3
1,4090,2020/7/1 0:00,4,4,12080.3
1,4090,2020/7/2 0:00,4,4,9382.6
1,4090,2020/7/18 0:00,4,4,10760.6
1,4090,2020/7/23 0:00,4,4,9224.4
1,4110,2020/7/3 0:00,1,1,29.4
1,4110,2020/7/4 0:00,1,1,38.8
1,4110,2020/7/7 0:00,1,1,28
1,4120,2020/7/1 0:00,1,0,0
1,4120,2020/7/2 0:00,1,0,0
1,4120,2020/7/18 0:00,1,0,0
