Region code,Industry code,Date,Number of total users,Number of resumption users,Total electric power consumption
5,8290,2020/8/10 0:00,29,13,617.06
5,8290,2020/8/16 0:00,29,12,610.71
5,8320,2020/8/5 0:00,15,7,196.21
5,8320,2020/8/10 0:00,15,5,187.18
5,8320,2020/8/16 0:00,15,7,1218.17
5,8330,2020/7/31 0:00,28,12,470
5,8330,2020/8/2 0:00,28,14,310.4
5,8330,2020/8/4 0:00,28,14,198.48
5,8330,2020/8/13 0:00,28,12,141.6562
5,8390,2020/8/1 0:00,103,43,962.73
5,8390,2020/8/12 0:00,103,38,972.64
5,8390,2020/8/15 0:00,103,38,920.73
5,8410,2020/8/2 0:00,231,196,6892.99
5,8410,2020/8/4 0:00,231,196,7088.11
5,8410,2020/8/6 0:00,231,195,7193.19
5,8410,2020/8/13 0:00,231,194,7185.74
5,8420,2020/8/2 0:00,250,180,16167.68
5,8420,2020/8/4 0:00,251,178,16474.38
5,8420,2020/8/6 0:00,250,177,16324.72
5,8420,2020/8/9 0:00,251,175,16464.07
5,8420,2020/8/13 0:00,251,173,16001.09
5,8430,2020/7/30 0:00,37,28,4391.54
5,8430,2020/8/3 0:00,37,29,5685.13
5,8430,2020/8/7 0:00,37,29,5918.77
5,8430,2020/8/11 0:00,37,29,5713.98
5,8440,2020/8/1 0:00,3,2,1840
5,8440,2020/8/12 0:00,3,2,2050
5,8440,2020/8/15 0:00,3,2,2020
5,8490,2020/8/1 0:00,45,30,9633.56
5,8510,2020/8/2 0:00,36,25,32569.75
5,8510,2020/8/6 0:00,36,25,32566.81
5,8510,2020/8/9 0:00,36,25,33270.09
5,8520,2020/7/31 0:00,98,53,7994.65
5,8520,2020/8/1 0:00,98,52,7970.7133
5,8520,2020/8/12 0:00,99,55,8549.05
5,8520,2020/8/15 0:00,99,56,8185.47
5,8540,2020/8/1 0:00,12,8,1419.48
5,8540,2020/8/12 0:00,12,8,1447.07
5,8540,2020/8/15 0:00,12,7,1341.77
5,8590,2020/7/31 0:00,14,6,435.29
5,8590,2020/8/1 0:00,14,7,438.02
5,8590,2020/8/12 0:00,14,7,404.82
5,8590,2020/8/15 0:00,14,7,444.81
5,8710,2020/7/29 0:00,5,3,637.7
5,8710,2020/8/8 0:00,5,5,852.79
5,8710,2020/8/14 0:00,5,5,738.19
5,8720,2020/7/29 0:00,1,0,0
5,8720,2020/8/8 0:00,1,0,0
5,8720,2020/8/14 0:00,1,0,0
5,8810,2020/7/31 0:00,1,1,5.81
5,8810,2020/8/1 0:00,1,1,5.71
5,8810,2020/8/12 0:00,1,1,6.26
5,8810,2020/8/15 0:00,1,1,5.72
5,8820,2020/7/30 0:00,1,1,15.62
5,8820,2020/8/10 0:00,1,1,13.77
5,8820,2020/8/11 0:00,1,1,16.63
5,8910,2020/8/1 0:00,22,9,26.65
5,8930,2020/8/6 0:00,1,0,0
5,8930,2020/8/9 0:00,1,0,0
5,8950,2020/7/30 0:00,8,3,313.38
5,8950,2020/8/7 0:00,8,3,300.8967
5,8950,2020/8/11 0:00,8,3,300.6167
5,8960,2020/7/31 0:00,6,5,93.13
5,8960,2020/8/2 0:00,6,5,92.76
5,8960,2020/8/4 0:00,6,5,92.75
5,8960,2020/8/13 0:00,6,5,95.17
5,8B00,2020/8/2 0:00,69,34,385.73
5,8B00,2020/8/6 0:00,69,31,356.05
5,8B00,2020/8/9 0:00,69,31,369.28
5,9010,2020/8/1 0:00,1,1,16.82
5,9010,2020/8/12 0:00,1,1,11.81
5,9010,2020/8/15 0:00,1,1,16.04
5,9020,2020/7/30 0:00,1,0,8
5,9020,2020/8/10 0:00,1,0,7.44
5,9020,2020/8/11 0:00,1,0,7.48
5,9030,2020/8/1 0:00,4,3,418.12
5,9050,2020/7/31 0:00,2,1,6.97
5,9050,2020/8/4 0:00,2,1,4.36
5,9050,2020/8/12 0:00,2,1,7.28
5,9050,2020/8/13 0:00,2,1,9.65
5,9050,2020/8/15 0:00,2,1,6.19
5,9070,2020/8/5 0:00,11,6,1121.93
5,9070,2020/8/10 0:00,11,6,1148.28
5,9070,2020/8/16 0:00,11,6,1550.64
5,9090,2020/8/1 0:00,2,0,4.41
5,9120,2020/8/1 0:00,2,2,292
5,9120,2020/8/12 0:00,2,2,272
5,9120,2020/8/15 0:00,2,2,284
5,9210,2020/7/30 0:00,8,4,112.78
5,9210,2020/8/3 0:00,8,4,81.36
5,9210,2020/8/7 0:00,8,4,95.19
5,9210,2020/8/11 0:00,8,4,107.45
5,9230,2020/7/30 0:00,1,0,20.29
5,9230,2020/8/7 0:00,1,0,20.33
5,9230,2020/8/11 0:00,1,0,20.63
5,9290,2020/7/30 0:00,12,3,171.63
5,9290,2020/8/7 0:00,12,3,175.94
5,9290,2020/8/11 0:00,12,3,170.1
5,9300,2020/8/2 0:00,20,16,1111.48
5,9300,2020/8/6 0:00,20,15,1038.14
5,9300,2020/8/9 0:00,20,15,1147.99
5,9410,2020/7/29 0:00,790,641,44975.3384
5,9410,2020/7/30 0:00,788,639,44323.955
5,9410,2020/8/3 0:00,787,643,43327.3951
5,9410,2020/8/7 0:00,790,644,44723.64
5,9410,2020/8/11 0:00,790,641,42448.5133
5,9420,2020/8/6 0:00,1481,1093,138701.3254
5,9420,2020/8/9 0:00,1498,1091,138746.5916
5,9430,2020/8/2 0:00,58,53,7958.49
5,9430,2020/8/6 0:00,58,52,7792.28
5,9430,2020/8/9 0:00,58,51,8714.78
5,9490,2020/8/1 0:00,599,412,68673.1395
5,9510,2020/7/31 0:00,30,20,2052.77
5,9510,2020/8/4 0:00,30,21,1815.36
5,9510,2020/8/12 0:00,30,21,2079.2467
5,9510,2020/8/13 0:00,30,21,2125.21
5,9510,2020/8/15 0:00,30,21,2024.59
5,9610,2020/7/31 0:00,34,17,380.41
5,9610,2020/8/1 0:00,35,18,420.0467
5,9610,2020/8/12 0:00,35,16,393.39
5,9610,2020/8/15 0:00,35,17,407.75
5,9620,2020/7/29 0:00,17,13,752.91
5,9620,2020/8/8 0:00,17,13,734.16
5,9620,2020/8/14 0:00,17,13,709.12
5,9630,2020/7/30 0:00,320,118,1241.1006
5,9630,2020/8/7 0:00,320,113,1105.3667
5,9630,2020/8/11 0:00,321,113,1079.4967
5,9710,2020/7/31 0:00,38,29,1199.62
5,9710,2020/8/1 0:00,38,29,1228.77
5,9710,2020/8/12 0:00,38,30,1239.53
5,9710,2020/8/15 0:00,38,30,1268.13
5,9720,2020/7/30 0:00,87,38,1558.53
5,9720,2020/8/7 0:00,85,33,1537.81
5,9720,2020/8/11 0:00,87,36,1627.18
5,9800,2020/8/1 0:00,8,7,471.03
5,9800,2020/8/12 0:00,8,6,455.24
5,9800,2020/8/15 0:00,8,6,426.87
5,9910,2020/8/1 0:00,463,340,167949.54
5,9910,2020/8/12 0:00,463,313,154749.7033
5,9910,2020/8/15 0:00,463,317,148305.25
5,9920,2020/8/5 0:00,124,52,11348.72
5,9920,2020/8/10 0:00,125,50,11274.6001
5,9920,2020/8/16 0:00,125,48,11080.41
5,9A00,2020/8/2 0:00,8,7,622.9
5,9A00,2020/8/6 0:00,8,7,587.54
5,9A00,2020/8/9 0:00,8,7,641.64
6,100,2020/8/5 0:00,1293,671,558157.1933
6,100,2020/8/10 0:00,1293,684,585589.9367
6,100,2020/8/16 0:00,1293,658,509857.63
6,200,2020/8/5 0:00,47,17,3104.02
6,200,2020/8/8 0:00,47,17,3741.74
6,200,2020/8/10 0:00,47,18,5602.85
6,200,2020/8/14 0:00,47,11,3565.11
6,200,2020/8/16 0:00,47,16,5099.6
6,300,2020/8/5 0:00,1341,662,48694.0068
6,300,2020/8/8 0:00,1341,699,59914.1967
6,300,2020/8/10 0:00,1341,677,53996.0867
6,300,2020/8/14 0:00,1341,635,37529.4434
6,300,2020/8/16 0:00,1340,664,51342.3567
6,400,2020/8/5 0:00,25,17,9212.5
6,400,2020/8/10 0:00,25,17,10498.93
6,400,2020/8/16 0:00,25,16,10032.76
6,500,2020/7/30 0:00,112,50,9060.0481
6,500,2020/8/3 0:00,112,54,8633.16
6,500,2020/8/7 0:00,112,54,8309.01
6,500,2020/8/11 0:00,112,50,9100.75
6,05A0,2020/8/5 0:00,2114,1302,1604338.303
6,05A0,2020/8/10 0:00,2114,1346,1825493.878
6,05A0,2020/8/16 0:00,2114,1233,1568617.809
6,810,2020/7/29 0:00,2,1,12142
6,810,2020/8/3 0:00,2,1,7876
6,810,2020/8/8 0:00,2,1,14215
6,810,2020/8/14 0:00,2,1,4543
6,910,2020/8/2 0:00,5,1,8048
6,910,2020/8/4 0:00,5,1,9225
6,910,2020/8/6 0:00,6,2,16861
6,910,2020/8/13 0:00,6,1,3631
6,920,2020/7/30 0:00,3,1,204
6,920,2020/8/3 0:00,3,1,246
6,920,2020/8/7 0:00,3,1,237
6,920,2020/8/11 0:00,3,1,177
6,1010,2020/8/5 0:00,83,29,70161.94
6,1010,2020/8/8 0:00,83,29,71218.62
6,1010,2020/8/14 0:00,83,18,8973.47
6,1010,2020/8/16 0:00,83,20,12646.13
6,1020,2020/8/5 0:00,4,1,2077
6,1020,2020/8/8 0:00,4,1,1977
6,1020,2020/8/10 0:00,4,2,168
6,1020,2020/8/14 0:00,4,2,223
6,1020,2020/8/16 0:00,4,2,204
6,1030,2020/7/30 0:00,8,2,1418
6,1030,2020/8/7 0:00,8,3,9421
6,1030,2020/8/11 0:00,8,3,8619
6,1090,2020/8/2 0:00,8,1,9548.41
6,1090,2020/8/4 0:00,8,1,5211.44
6,1090,2020/8/6 0:00,8,1,7744.39
6,1090,2020/8/13 0:00,8,2,17345.01
6,1110,2020/7/29 0:00,10,4,321.13
6,1110,2020/8/3 0:00,10,4,347.96
6,1110,2020/8/8 0:00,10,4,373.05
6,1110,2020/8/14 0:00,10,3,293.25
6,1190,2020/7/29 0:00,10,4,2816.75
6,1190,2020/8/3 0:00,10,4,1693.11
6,1190,2020/8/8 0:00,10,4,1471.07
6,1190,2020/8/14 0:00,10,3,124.08
6,1310,2020/7/29 0:00,174,51,1511.9651
6,1310,2020/8/3 0:00,174,50,1338.1658
6,1310,2020/8/8 0:00,174,50,869.4333
6,1310,2020/8/14 0:00,174,50,1395.9433
6,1320,2020/7/29 0:00,1700,585,15753.1913
6,1320,2020/8/8 0:00,1698,616,17521.6041
6,1320,2020/8/14 0:00,1698,559,10361.8508
6,1330,2020/8/5 0:00,108,40,6943.23
6,1330,2020/8/8 0:00,108,37,6532.91
6,1330,2020/8/10 0:00,108,34,1665.39
6,1330,2020/8/14 0:00,108,34,4988.4466
6,1330,2020/8/16 0:00,108,35,2160.6766
6,1350,2020/7/29 0:00,19,7,341.83
6,1350,2020/8/8 0:00,19,5,212.46
6,1350,2020/8/14 0:00,19,6,98.46
6,1360,2020/7/29 0:00,5,3,2839.03
6,1360,2020/8/3 0:00,5,2,3016.92
6,1360,2020/8/7 0:00,5,2,2367.35
6,1360,2020/8/8 0:00,5,2,2685.76
6,1370,2020/7/29 0:00,48,12,1234.32
6,1370,2020/7/30 0:00,48,13,1237.06
6,1370,2020/8/3 0:00,48,12,1107.11
6,1370,2020/8/7 0:00,48,14,2621.25
6,1390,2020/7/29 0:00,211,79,19415.96
6,1390,2020/8/8 0:00,211,74,31228.66
6,1390,2020/8/14 0:00,211,67,29690.82
6,1410,2020/8/5 0:00,70,25,860.6033
6,1410,2020/8/10 0:00,70,24,712.4733
6,1440,2020/8/1 0:00,5,2,26.94
6,1450,2020/7/30 0:00,1,1,26
6,1450,2020/8/7 0:00,1,1,26
6,1450,2020/8/11 0:00,1,1,26
6,1490,2020/8/1 0:00,53,18,17216.66
6,1490,2020/8/12 0:00,53,23,16040.08
6,1490,2020/8/15 0:00,53,17,16515.08
6,1530,2020/7/31 0:00,8,4,641.6323
6,1530,2020/8/1 0:00,8,4,687.3767
6,1530,2020/8/12 0:00,8,4,532.9467
6,1530,2020/8/15 0:00,8,4,494.6667
6,1540,2020/8/5 0:00,1,0,0
6,1540,2020/8/10 0:00,1,0,0
6,1540,2020/8/16 0:00,1,0,0
6,1710,2020/8/2 0:00,108,42,314390.83
6,1710,2020/8/4 0:00,108,44,312085.4
6,1710,2020/8/6 0:00,108,42,314079.77
6,1710,2020/8/13 0:00,108,43,360769.46
6,1720,2020/7/31 0:00,8,1,32.11
6,1720,2020/8/1 0:00,8,1,33.02
6,1720,2020/8/12 0:00,8,1,28.24
6,1720,2020/8/15 0:00,8,2,40.69
6,1730,2020/8/2 0:00,9,2,22.08
6,1730,2020/8/4 0:00,9,2,20.74
6,1730,2020/8/13 0:00,9,0,15.11
6,1750,2020/7/31 0:00,22,7,34788.1
6,1750,2020/8/1 0:00,22,7,40347.8
6,1750,2020/8/12 0:00,22,9,54328.72
6,1750,2020/8/15 0:00,22,9,60143.27
6,1760,2020/7/31 0:00,8,1,171.32
6,1760,2020/8/1 0:00,8,2,121.15
6,1760,2020/8/12 0:00,8,2,137.39
6,1760,2020/8/15 0:00,8,2,115.93
6,1780,2020/7/31 0:00,1,0,430
6,1780,2020/8/1 0:00,1,0,430
6,1780,2020/8/12 0:00,1,0,460
6,1780,2020/8/15 0:00,1,0,310
6,1810,2020/8/5 0:00,10,5,2250.32
6,1810,2020/8/8 0:00,10,5,2847.48
6,1810,2020/8/10 0:00,10,5,2073.78
6,1810,2020/8/14 0:00,10,5,2186.84
6,1810,2020/8/16 0:00,10,5,1593.36
6,1840,2020/7/29 0:00,2,0,23.6
6,1840,2020/8/3 0:00,2,0,20.6
6,1840,2020/8/7 0:00,2,1,21
6,1850,2020/7/31 0:00,4,2,60.119
6,1850,2020/8/4 0:00,4,2,64.9033
6,1850,2020/8/12 0:00,4,1,26.59
6,1850,2020/8/13 0:00,4,1,22.97
6,1850,2020/8/15 0:00,4,1,25.98
6,1910,2020/7/30 0:00,3,2,91.71
6,1910,2020/8/7 0:00,3,2,62
6,1910,2020/8/11 0:00,3,2,61.68
6,1930,2020/7/31 0:00,3,2,82.03
6,1930,2020/8/1 0:00,3,2,69.8
6,1930,2020/8/12 0:00,3,1,25.29
6,1930,2020/8/15 0:00,3,1,26.78
6,1950,2020/8/5 0:00,2,1,15
6,1950,2020/8/10 0:00,2,1,27.109
6,1950,2020/8/16 0:00,2,1,18
6,2010,2020/8/2 0:00,113,40,2540.36
6,2010,2020/8/4 0:00,113,39,1840.65
6,2010,2020/8/6 0:00,113,42,2460.71
6,2010,2020/8/13 0:00,112,42,2090.47
6,2020,2020/8/1 0:00,1,0,0
6,2020,2020/8/12 0:00,1,0,0
6,2020,2020/8/15 0:00,1,0,0
6,2031,2020/8/2 0:00,6,4,288.08
6,2031,2020/8/6 0:00,6,3,54.78
6,2031,2020/8/9 0:00,6,3,52.59
6,2032,2020/8/2 0:00,4,1,1.37
6,2032,2020/8/6 0:00,4,0,0.23
6,2032,2020/8/9 0:00,4,2,5.6
6,2039,2020/7/30 0:00,4,2,54.99
6,2039,2020/8/3 0:00,4,2,58.1
6,2039,2020/8/7 0:00,4,2,99.35
6,2039,2020/8/11 0:00,4,2,77.75
6,2040,2020/7/30 0:00,4,1,20.55
6,2040,2020/8/11 0:00,4,1,5.73
6,2110,2020/8/9 0:00,7,2,7.52
6,2130,2020/8/5 0:00,1,0,45
6,2130,2020/8/10 0:00,1,0,45
6,2130,2020/8/16 0:00,1,0,45
6,2190,2020/8/5 0:00,5,2,121.58
6,2190,2020/8/8 0:00,5,2,92.54
6,2190,2020/8/10 0:00,5,2,23.2
6,2190,2020/8/14 0:00,4,2,71.08
6,2190,2020/8/16 0:00,4,2,74.04
6,2230,2020/7/31 0:00,8,1,12
6,2230,2020/8/1 0:00,8,1,9.8
6,2230,2020/8/12 0:00,8,2,672.1
6,2230,2020/8/15 0:00,8,2,586.4
6,2310,2020/7/30 0:00,13,5,153.4
6,2310,2020/8/10 0:00,13,6,195.31
6,2310,2020/8/11 0:00,13,5,173.81
6,2320,2020/7/31 0:00,5,1,4.23
6,2320,2020/8/1 0:00,5,1,4.24
6,2320,2020/8/12 0:00,5,0,2.93
6,2320,2020/8/15 0:00,5,1,9.58
6,2330,2020/8/1 0:00,3,0,0.9
6,2330,2020/8/12 0:00,3,0,0.93
6,2330,2020/8/15 0:00,3,0,0.88
6,2420,2020/8/9 0:00,1,0,0
6,2460,2020/7/29 0:00,6,2,47.06
6,2460,2020/8/3 0:00,6,2,34.15
6,2460,2020/8/7 0:00,6,2,38.26
6,2610,2020/8/5 0:00,4,4,55280
6,2610,2020/8/10 0:00,4,3,36880
6,2610,2020/8/16 0:00,4,3,37880
6,2620,2020/7/29 0:00,1,1,86.4
6,2620,2020/8/3 0:00,1,1,70.8
6,2620,2020/8/7 0:00,1,1,93.3
6,2630,2020/8/2 0:00,2,2,56.6
6,2630,2020/8/4 0:00,2,2,38.3
6,2630,2020/8/6 0:00,2,2,36.46
6,2630,2020/8/13 0:00,2,2,37.64
6,2640,2020/8/6 0:00,9,4,120.59
6,2640,2020/8/9 0:00,9,4,126.68
6,2660,2020/7/30 0:00,7,4,3775
6,2660,2020/8/3 0:00,7,4,2550
6,2660,2020/8/7 0:00,7,3,383
6,2660,2020/8/11 0:00,7,3,445
6,2670,2020/7/29 0:00,2,0,0.04
6,2670,2020/8/8 0:00,2,0,0.04
6,2670,2020/8/14 0:00,2,0,0.05
6,2710,2020/8/2 0:00,1,1,18
6,2710,2020/8/6 0:00,1,1,20
6,2710,2020/8/9 0:00,1,1,20
6,2720,2020/8/6 0:00,1,0,0
6,2720,2020/8/9 0:00,1,0,0
6,2730,2020/7/30 0:00,1,1,217.29
6,2730,2020/8/3 0:00,1,1,38.2
6,2730,2020/8/7 0:00,1,1,189.43
6,2730,2020/8/11 0:00,1,0,6.37
6,2740,2020/7/31 0:00,2,2,25.85
6,2740,2020/8/4 0:00,2,2,28.89
6,2740,2020/8/12 0:00,2,2,24.92
6,2740,2020/8/13 0:00,2,2,24.37
6,2740,2020/8/15 0:00,2,1,22.8
6,2770,2020/7/31 0:00,1,0,0.12
6,2770,2020/8/4 0:00,1,0,0.12
6,2770,2020/8/13 0:00,1,0,0.13
6,2770,2020/8/15 0:00,1,0,0.13
6,2780,2020/8/1 0:00,1,1,16.82
6,2810,2020/8/5 0:00,1,1,16
6,2810,2020/8/10 0:00,1,1,16
6,2810,2020/8/16 0:00,1,1,16
6,2920,2020/7/30 0:00,4,1,2202
6,2920,2020/8/3 0:00,4,1,2130
6,2920,2020/8/7 0:00,4,1,3114
6,2920,2020/8/11 0:00,4,0,60
6,2940,2020/7/29 0:00,1,0,0
6,2940,2020/8/3 0:00,1,0,0
6,2940,2020/8/8 0:00,1,0,0
6,2940,2020/8/14 0:00,1,0,0
6,2990,2020/8/1 0:00,4,3,1890.2
6,2990,2020/8/12 0:00,4,1,74
6,2990,2020/8/15 0:00,4,1,109.9
6,3010,2020/7/29 0:00,28,8,6400.8
6,3010,2020/8/3 0:00,28,6,4104.2
6,3010,2020/8/8 0:00,28,5,1461.8
6,3010,2020/8/14 0:00,28,5,1127.2
6,3020,2020/7/30 0:00,54,21,9453.28
6,3020,2020/8/11 0:00,54,20,6981.37
6,3030,2020/8/2 0:00,7,1,4059
6,3030,2020/8/4 0:00,7,1,3630
6,3030,2020/8/6 0:00,7,1,3879
6,3030,2020/8/9 0:00,7,1,4092
6,3030,2020/8/13 0:00,7,0,255
6,3040,2020/7/30 0:00,3,0,44.2
6,3040,2020/8/7 0:00,3,0,54.1
6,3040,2020/8/11 0:00,3,0,65.6
6,3080,2020/8/8 0:00,7,1,400
6,3080,2020/8/14 0:00,7,1,336
6,3080,2020/8/16 0:00,7,1,335
6,3090,2020/7/29 0:00,81,26,15845.4
6,3090,2020/8/8 0:00,81,20,6882.59
6,3090,2020/8/14 0:00,81,19,5939.72
6,30B0,2020/7/30 0:00,1,1,864
6,30B0,2020/8/10 0:00,1,0,24
6,30B0,2020/8/11 0:00,1,0,27
6,3110,2020/7/31 0:00,22,9,197301
6,3110,2020/8/12 0:00,22,8,113729
6,3110,2020/8/15 0:00,22,7,99922.8
6,3120,2020/7/29 0:00,23,13,162665.62
6,3120,2020/8/8 0:00,23,13,176928.52
6,3120,2020/8/14 0:00,23,12,155502.18
6,3130,2020/7/29 0:00,140,64,115396.4106
6,3130,2020/8/3 0:00,140,62,65971.1539
6,3130,2020/8/8 0:00,140,53,43040.59
6,3130,2020/8/14 0:00,140,41,40593.41
6,3160,2020/8/5 0:00,1,1,26
6,3160,2020/8/10 0:00,1,1,28
6,3160,2020/8/11 0:00,1,1,26
6,3179,2020/7/30 0:00,5,2,3553.1935
6,3179,2020/8/7 0:00,4,1,129
6,3179,2020/8/11 0:00,4,1,106
6,3182,2020/8/5 0:00,1,0,21
6,3182,2020/8/8 0:00,1,0,18
6,3182,2020/8/14 0:00,1,0,18
6,3182,2020/8/16 0:00,1,0,21
6,3190,2020/7/31 0:00,4,0,0
6,3190,2020/8/4 0:00,4,0,0
6,3190,2020/8/13 0:00,4,0,0
6,31B0,2020/8/5 0:00,4,0,5080
6,31B0,2020/8/10 0:00,4,1,5086
6,31B0,2020/8/16 0:00,4,0,1433
6,3340,2020/7/29 0:00,2,0,0
6,3340,2020/8/3 0:00,2,0,0
6,3340,2020/8/7 0:00,2,0,0
6,3350,2020/7/30 0:00,1,0,0
6,3350,2020/8/10 0:00,1,0,0
6,3350,2020/8/11 0:00,1,0,0
6,3410,2020/7/31 0:00,1,1,84
6,3410,2020/8/1 0:00,1,1,81
6,3410,2020/8/12 0:00,1,1,108
6,3410,2020/8/15 0:00,1,1,90
6,3421,2020/8/9 0:00,1,0,0
6,3423,2020/8/5 0:00,71,23,369.74
6,3423,2020/8/10 0:00,71,22,326.99
6,3423,2020/8/16 0:00,71,20,264.48
6,3424,2020/7/30 0:00,2,2,431.08
6,3424,2020/8/11 0:00,2,1,43.04
6,3429,2020/7/29 0:00,23,8,508.76
6,3429,2020/8/3 0:00,23,11,453.1967
6,3429,2020/8/7 0:00,23,9,479.5267
6,3450,2020/8/5 0:00,5,2,72.94
6,3450,2020/8/8 0:00,5,3,70.93
6,3450,2020/8/14 0:00,5,2,94.43
6,3450,2020/8/16 0:00,5,2,95.28
6,3460,2020/8/5 0:00,294,102,1147
6,3460,2020/8/8 0:00,294,106,1529.99
6,3460,2020/8/14 0:00,294,100,1131.64
6,3460,2020/8/16 0:00,294,109,1844.91
6,3480,2020/7/31 0:00,5,3,68.4581
6,3480,2020/8/1 0:00,4,2,68.93
6,3480,2020/8/12 0:00,4,2,61.42
6,3480,2020/8/15 0:00,4,2,66.34
6,3490,2020/7/31 0:00,128,50,7556.5842
6,3490,2020/8/1 0:00,128,45,4996.9543
6,3490,2020/8/12 0:00,128,49,1537.4567
6,3490,2020/8/15 0:00,128,40,1363.15
6,3520,2020/7/30 0:00,6,3,20.45
6,3520,2020/8/11 0:00,6,4,24.2
6,3580,2020/7/31 0:00,1,0,0.1
6,3580,2020/8/1 0:00,1,0,0.11
6,3580,2020/8/12 0:00,1,0,0.1
6,3580,2020/8/15 0:00,1,0,0.1
6,35B9,2020/8/5 0:00,4,2,46.14
6,35B9,2020/8/8 0:00,4,2,47.2
6,35B9,2020/8/14 0:00,4,2,22.35
6,35B9,2020/8/16 0:00,4,2,21.43
6,3610,2020/8/1 0:00,1,0,0
6,3610,2020/8/12 0:00,1,0,0
6,3610,2020/8/15 0:00,1,0,0
6,3620,2020/7/30 0:00,1,0,0
6,3620,2020/8/10 0:00,1,0,0
6,3620,2020/8/11 0:00,1,0,0
6,3640,2020/7/31 0:00,1,0,0.04
6,3640,2020/8/12 0:00,1,0,0.04
6,3640,2020/8/15 0:00,1,0,0.04
6,3930,2020/7/31 0:00,1,0,0
6,3930,2020/8/2 0:00,1,0,0
6,3930,2020/8/4 0:00,1,0,0
6,3930,2020/8/13 0:00,1,0,0
6,3970,2020/8/2 0:00,1,0,0
6,3970,2020/8/4 0:00,1,0,0
6,3970,2020/8/6 0:00,1,0,0
6,3970,2020/8/13 0:00,1,0,0
6,3990,2020/8/5 0:00,1,1,5.1
6,3990,2020/8/10 0:00,1,1,3.04
6,3990,2020/8/16 0:00,1,1,4.18
6,4010,2020/8/5 0:00,1,1,95.75
6,4010,2020/8/10 0:00,1,1,95.75
6,4010,2020/8/16 0:00,1,1,94.61
6,4090,2020/8/1 0:00,1,0,53.6
6,4220,2020/8/6 0:00,4,3,247.65
6,4220,2020/8/9 0:00,4,3,611.12
6,4290,2020/8/2 0:00,47,15,199.62
6,4290,2020/8/6 0:00,47,14,235.87
6,4290,2020/8/9 0:00,47,14,203.36
6,4310,2020/8/5 0:00,22,9,616.06
6,4310,2020/8/10 0:00,22,7,421.75
6,4320,2020/7/29 0:00,71,24,3477.92
6,4320,2020/8/3 0:00,71,24,3879.66
6,4320,2020/8/8 0:00,70,23,2968.07
6,4320,2020/8/14 0:00,70,18,747.97
6,4420,2020/8/5 0:00,1956,1810,7296407.83
6,4420,2020/8/10 0:00,1956,1813,5167404.916
6,4420,2020/8/16 0:00,1956,1809,6300599.78
6,4441,2020/8/2 0:00,1,0,0
6,4441,2020/8/4 0:00,1,0,0
6,4441,2020/8/6 0:00,1,0,0
6,4441,2020/8/9 0:00,1,0,0
6,4441,2020/8/13 0:00,1,0,0
6,4442,2020/7/30 0:00,21,6,24942.359
6,4442,2020/8/11 0:00,21,6,9524.0667
6,4444,2020/7/29 0:00,9,4,176433.0907
6,4444,2020/8/3 0:00,9,5,150028
6,4444,2020/8/7 0:00,9,5,141232
6,4445,2020/8/5 0:00,15,6,14934
6,4445,2020/8/10 0:00,15,5,17146
6,4445,2020/8/11 0:00,15,6,14944
6,4446,2020/8/8 0:00,7,5,633642.6
6,4446,2020/8/14 0:00,7,5,290446
6,4446,2020/8/16 0:00,7,4,501641.6
6,4448,2020/8/5 0:00,1,0,0
6,4448,2020/8/10 0:00,1,0,0
6,4448,2020/8/16 0:00,1,0,0
6,4460,2020/7/29 0:00,245,114,37381.2
6,4460,2020/8/3 0:00,246,112,38324.0728
6,4460,2020/8/7 0:00,246,110,39885.42
6,4500,2020/8/2 0:00,26,14,2063.18
6,4500,2020/8/4 0:00,26,15,2561.3
6,4500,2020/8/6 0:00,26,15,3014.59
6,4500,2020/8/9 0:00,26,17,2145.4
6,4500,2020/8/13 0:00,26,15,1646.7
6,4610,2020/8/2 0:00,222,127,93066.35
6,4610,2020/8/4 0:00,222,125,88451.98
6,4610,2020/8/6 0:00,222,129,105132.77
6,4610,2020/8/13 0:00,223,121,86217.98
6,4620,2020/7/30 0:00,42,20,46155.6
6,4620,2020/8/7 0:00,42,20,44741.21
6,4620,2020/8/11 0:00,42,19,41989.4
6,4690,2020/7/31 0:00,55,30,4861.03
6,4690,2020/8/1 0:00,55,33,5766.9
6,4690,2020/8/12 0:00,55,30,4709.46
6,4690,2020/8/15 0:00,55,33,4811.78
6,4720,2020/8/6 0:00,9,0,0
6,4720,2020/8/9 0:00,9,0,0
6,4800,2020/8/6 0:00,82,50,11844.83
6,4800,2020/8/9 0:00,82,49,10705.84
6,4B10,2020/7/30 0:00,16,3,917.12
6,4B10,2020/8/7 0:00,16,3,178.23
6,4B10,2020/8/11 0:00,16,3,287.64
6,4B60,2020/7/30 0:00,1,1,6.52
6,4B60,2020/8/7 0:00,1,1,6.41
6,4B60,2020/8/11 0:00,1,1,8.75
6,4B90,2020/7/31 0:00,12,5,44.3
6,4B90,2020/8/2 0:00,12,5,94.27
6,4B90,2020/8/4 0:00,12,6,74.9
6,4B90,2020/8/13 0:00,12,5,54.04
6,5010,2020/8/5 0:00,221,98,78010.813
6,5010,2020/8/10 0:00,221,97,62971.1307
6,5010,2020/8/16 0:00,221,92,49794.5667
6,5020,2020/8/2 0:00,39,14,2456.88
6,5020,2020/8/4 0:00,39,14,2643.09
