Region code,Industry code,Date,Number of total users,Number of resumption users,Total electric power consumption
1,2440,2020/8/9 0:00,1,0,11.98
1,2460,2020/7/29 0:00,20,9,1962.8
1,2460,2020/8/3 0:00,20,9,1867.16
1,2460,2020/8/7 0:00,20,10,2060.46
1,2510,2020/7/30 0:00,28,17,4528552
1,2510,2020/8/7 0:00,27,17,4620825.1
1,2510,2020/8/11 0:00,27,15,4615318.13
1,2541,2020/7/31 0:00,8,3,247.91
1,2541,2020/8/12 0:00,8,4,263.87
1,2541,2020/8/15 0:00,8,4,232.01
1,2542,2020/8/5 0:00,2,1,75720
1,2542,2020/8/8 0:00,2,2,71535
1,2542,2020/8/10 0:00,2,2,79935
1,2542,2020/8/14 0:00,2,1,71505
1,2542,2020/8/16 0:00,2,1,75720
1,2550,2020/7/31 0:00,1,1,948
1,2550,2020/8/2 0:00,1,1,474
1,2550,2020/8/4 0:00,1,0,414
1,2550,2020/8/13 0:00,1,1,594
1,2610,2020/8/5 0:00,1,1,897600
1,2610,2020/8/10 0:00,1,1,891000
1,2610,2020/8/16 0:00,1,1,884400
1,2620,2020/7/29 0:00,15,8,22991.1
1,2620,2020/7/30 0:00,15,8,21412.1
1,2620,2020/8/3 0:00,15,8,19999.8
1,2620,2020/8/7 0:00,15,8,23909.7
1,2630,2020/8/2 0:00,6,3,200.8
1,2630,2020/8/4 0:00,6,3,151.8
1,2630,2020/8/6 0:00,6,3,182.6
1,2630,2020/8/13 0:00,6,3,168.2
1,2640,2020/8/6 0:00,37,15,4581.3
1,2640,2020/8/9 0:00,37,15,3660.46
1,2650,2020/7/29 0:00,34,21,3079464.631
1,2650,2020/8/8 0:00,34,19,3042264.31
1,2650,2020/8/14 0:00,34,19,3106141.62
1,2660,2020/7/30 0:00,10,5,746209.8
1,2660,2020/8/3 0:00,10,4,951408.9
1,2660,2020/8/7 0:00,10,5,822210.9
1,2660,2020/8/11 0:00,10,5,740845.9
1,2670,2020/7/29 0:00,24,13,29862.05
1,2670,2020/8/8 0:00,23,14,20113.87
1,2670,2020/8/14 0:00,23,13,18842.77
1,2690,2020/8/5 0:00,2,2,5959905
1,2690,2020/8/8 0:00,2,2,5826315
1,2690,2020/8/14 0:00,2,2,6250215
1,2690,2020/8/16 0:00,2,2,6294405
1,26D0,2020/7/30 0:00,4,1,9920
1,26D0,2020/8/10 0:00,4,1,6680
1,26D0,2020/8/11 0:00,4,1,6680
1,2710,2020/8/2 0:00,4,1,1003.2
1,2710,2020/8/6 0:00,4,2,2012.6
1,2710,2020/8/9 0:00,4,2,1374.4
1,2710,2020/8/13 0:00,4,1,1988
1,2720,2020/8/6 0:00,3,3,4429.1
1,2720,2020/8/9 0:00,3,3,4648.8
1,2730,2020/7/30 0:00,7,5,14963.6
1,2730,2020/8/3 0:00,7,5,17403
1,2730,2020/8/7 0:00,7,5,16773.4
1,2730,2020/8/11 0:00,7,5,16939.6
1,2740,2020/7/31 0:00,14,10,32920.69
1,2740,2020/8/4 0:00,14,10,27009.09
1,2740,2020/8/12 0:00,14,10,36359.39
1,2740,2020/8/15 0:00,14,9,34111.42
1,2750,2020/8/9 0:00,5,4,29782.7
1,2760,2020/7/31 0:00,10,10,312859.01
1,2760,2020/8/4 0:00,10,10,303483.85
1,2760,2020/8/13 0:00,10,10,291874.87
1,2770,2020/7/31 0:00,11,6,1776.1
1,2770,2020/8/4 0:00,11,6,2391.9
1,2770,2020/8/12 0:00,11,6,2528.75
1,2770,2020/8/13 0:00,11,6,2659.6
1,2770,2020/8/15 0:00,11,6,2086
1,2810,2020/8/5 0:00,6,2,867.1
1,2810,2020/8/10 0:00,6,2,768.5
1,2810,2020/8/16 0:00,6,2,667.3
1,2820,2020/7/29 0:00,7,2,21857.2432
1,2820,2020/8/3 0:00,7,2,941.19
1,2820,2020/8/8 0:00,7,1,509.26
1,2820,2020/8/14 0:00,7,2,565.03
1,2910,2020/7/29 0:00,8,5,273814.15
1,2910,2020/7/30 0:00,8,5,277106.2
1,2910,2020/8/3 0:00,8,5,281889.15
1,2910,2020/8/7 0:00,8,6,289148.7
1,2910,2020/8/11 0:00,8,5,273592.4
1,2920,2020/7/30 0:00,22,11,44849.85
1,2920,2020/8/3 0:00,22,12,39985.15
1,2920,2020/8/7 0:00,22,11,12101.4
1,2920,2020/8/11 0:00,22,10,6218.9
1,2930,2020/7/30 0:00,3,1,4.9
1,2930,2020/8/3 0:00,3,1,6.2
1,2930,2020/8/7 0:00,3,1,7.87
1,2930,2020/8/11 0:00,3,1,7.01
1,2940,2020/7/29 0:00,4,2,352.78
1,2940,2020/8/3 0:00,4,2,401.18
1,2940,2020/8/8 0:00,4,2,385.89
1,2940,2020/8/14 0:00,4,2,537.1
1,2990,2020/8/1 0:00,40,12,14408.65
1,2990,2020/8/12 0:00,40,13,8806.66
1,2990,2020/8/15 0:00,40,11,12664.86
1,3010,2020/7/29 0:00,33,16,7460.8632
1,3010,2020/8/3 0:00,32,16,6252.6
1,3010,2020/8/8 0:00,32,15,4088.86
1,3010,2020/8/14 0:00,32,16,5577.34
1,3020,2020/7/30 0:00,199,88,137436.12
1,3020,2020/8/10 0:00,199,80,131876.63
1,3020,2020/8/11 0:00,199,80,135186.47
1,3030,2020/8/2 0:00,20,10,22296.04
1,3030,2020/8/4 0:00,20,10,20345.99
1,3030,2020/8/6 0:00,20,10,20689.28
1,3030,2020/8/9 0:00,20,9,21302.29
1,3030,2020/8/13 0:00,20,8,20002.49
1,3040,2020/7/30 0:00,28,14,2850.31
1,3040,2020/8/7 0:00,28,13,3173.41
1,3040,2020/8/11 0:00,28,14,2021.02
1,3050,2020/8/5 0:00,2,1,106.03
1,3050,2020/8/10 0:00,2,1,100.36
1,3050,2020/8/16 0:00,2,1,99.21
1,3060,2020/8/2 0:00,36,18,24783.43
1,3060,2020/8/4 0:00,36,17,17371.51
1,3060,2020/8/6 0:00,36,17,17197.8
1,3060,2020/8/9 0:00,36,16,14377.77
1,3060,2020/8/13 0:00,36,18,16919.78
1,3080,2020/7/29 0:00,26,9,5540.22
1,3080,2020/8/8 0:00,27,8,3559.4
1,3080,2020/8/14 0:00,27,8,3053.08
1,3090,2020/7/29 0:00,366,147,207621.17
1,3090,2020/8/8 0:00,366,145,210717.0867
1,3090,2020/8/14 0:00,366,135,192605.11
1,30B0,2020/7/30 0:00,56,25,6887.59
1,30B0,2020/8/10 0:00,56,25,6242.2
1,30B0,2020/8/11 0:00,56,26,6110.43
1,3110,2020/7/31 0:00,34,16,224960.2
1,3110,2020/8/1 0:00,34,15,232649.8
1,3110,2020/8/12 0:00,34,14,103941.8
1,3110,2020/8/15 0:00,34,15,120351.6
1,3120,2020/7/29 0:00,56,26,27075.89
1,3120,2020/8/3 0:00,53,26,25750.25
1,3120,2020/8/8 0:00,53,23,25568.29
1,3120,2020/8/14 0:00,53,20,26570.1
1,3130,2020/7/29 0:00,87,39,46071.88
1,3130,2020/8/3 0:00,87,39,38373.43
1,3130,2020/8/8 0:00,87,38,37796.42
1,3130,2020/8/14 0:00,87,35,25429.5
1,3141,2020/7/31 0:00,5,3,6830.1
1,3141,2020/8/1 0:00,5,3,7030.5
1,3141,2020/8/12 0:00,5,3,6303.5
1,3141,2020/8/15 0:00,5,2,943
1,314A,2020/8/5 0:00,1,1,1950
1,314A,2020/8/10 0:00,1,0,135
1,314A,2020/8/16 0:00,1,1,1755
1,314B,2020/7/31 0:00,1,0,25.6
1,314B,2020/8/4 0:00,1,1,37.6
1,314B,2020/8/12 0:00,1,1,39.2
1,314B,2020/8/15 0:00,1,0,26.4
1,3151,2020/8/1 0:00,4,2,2660
1,3152,2020/7/31 0:00,2,0,0
1,3152,2020/8/1 0:00,2,0,0
1,3152,2020/8/12 0:00,2,0,0
1,3152,2020/8/15 0:00,2,0,0
1,3153,2020/7/29 0:00,12,3,58.25
1,3153,2020/8/3 0:00,11,3,71.95
1,3153,2020/8/7 0:00,11,3,97.73
1,3154,2020/8/2 0:00,423,134,193827.8225
1,3154,2020/8/4 0:00,423,137,212984.4716
1,3154,2020/8/6 0:00,423,134,198351.51
1,3154,2020/8/13 0:00,423,128,158071.46
1,3155,2020/7/29 0:00,1,1,11.73
1,3155,2020/8/3 0:00,1,1,12.54
1,3155,2020/8/8 0:00,1,1,8.33
1,3155,2020/8/14 0:00,1,1,8.82
1,3160,2020/8/5 0:00,6,5,3441.48
1,3160,2020/8/10 0:00,6,5,3049.53
1,3160,2020/8/16 0:00,6,4,2850.16
1,3171,2020/7/29 0:00,3,1,1460
1,3171,2020/8/3 0:00,3,1,400
1,3171,2020/8/7 0:00,3,1,360
1,3172,2020/7/30 0:00,1,1,11520
1,3172,2020/8/7 0:00,1,1,8910
1,3172,2020/8/11 0:00,1,1,8310
1,3174,2020/7/29 0:00,8,1,1897.46
1,3174,2020/8/3 0:00,8,2,2131.34
1,3174,2020/8/8 0:00,8,2,1922.3
1,3174,2020/8/14 0:00,8,1,904.38
1,3176,2020/7/30 0:00,2,2,937.2
1,3176,2020/8/10 0:00,2,1,643.2
1,3176,2020/8/11 0:00,2,1,699.6
1,3177,2020/7/31 0:00,13,8,158.58
1,3177,2020/8/2 0:00,13,8,166.6
1,3177,2020/8/4 0:00,13,8,151.43
1,3177,2020/8/13 0:00,13,7,310.85
1,3179,2020/7/30 0:00,30,13,27980.95
1,3179,2020/8/7 0:00,29,12,25364.76
1,3179,2020/8/11 0:00,29,12,27621.36
1,3181,2020/8/2 0:00,2,1,19.2
1,3181,2020/8/6 0:00,2,1,23.1
1,3181,2020/8/9 0:00,2,1,45.3
1,3182,2020/8/5 0:00,1,1,52680
1,3182,2020/8/8 0:00,1,1,53200
1,3182,2020/8/14 0:00,1,1,53680
1,3182,2020/8/16 0:00,1,1,50160
1,3190,2020/7/31 0:00,4,2,9
1,3190,2020/8/4 0:00,4,2,9
1,3190,2020/8/13 0:00,4,2,8.2
1,31B0,2020/8/5 0:00,8,4,435849.6
1,31B0,2020/8/10 0:00,8,3,296775.2
1,31B0,2020/8/16 0:00,8,3,369060.8
1,3210,2020/8/2 0:00,2,1,198800
1,3210,2020/8/6 0:00,2,1,162400
1,3210,2020/8/9 0:00,2,1,254800
1,3210,2020/8/13 0:00,2,1,226800
1,3220,2020/7/29 0:00,16,11,8279590
1,3220,2020/8/3 0:00,16,11,8088840
1,3220,2020/8/7 0:00,16,11,6874290
1,3230,2020/7/31 0:00,4,3,8785
1,3230,2020/8/12 0:00,4,2,4500
1,3230,2020/8/15 0:00,4,1,1965
1,3320,2020/7/31 0:00,1,1,534
1,3320,2020/8/1 0:00,1,1,444
1,3320,2020/8/12 0:00,1,1,420
1,3320,2020/8/15 0:00,1,1,1086
1,3330,2020/7/29 0:00,1,1,49015
1,3330,2020/8/3 0:00,1,1,47335
1,3330,2020/8/7 0:00,1,1,32215
1,3340,2020/7/29 0:00,4,1,2840
1,3340,2020/8/3 0:00,4,1,2980
1,3340,2020/8/7 0:00,4,1,3260
1,3350,2020/7/30 0:00,34,14,3828.28
1,3350,2020/8/10 0:00,34,14,4115.48
1,3350,2020/8/11 0:00,34,14,3988.33
1,3360,2020/8/5 0:00,3,3,6.92E+07
1,3360,2020/8/10 0:00,3,3,7.17E+07
1,3360,2020/8/16 0:00,3,3,7.29E+07
1,3410,2020/7/31 0:00,23,16,25353.96
1,3410,2020/8/1 0:00,23,17,29883.58
1,3410,2020/8/12 0:00,23,15,39235.99
1,3410,2020/8/15 0:00,23,14,17440.66
1,3421,2020/8/9 0:00,3,0,8.46
1,3422,2020/7/31 0:00,1,0,0
1,3422,2020/8/1 0:00,1,0,0
1,3422,2020/8/12 0:00,1,0,0
1,3422,2020/8/15 0:00,1,0,0
1,3423,2020/8/5 0:00,17,7,148.74
1,3423,2020/8/10 0:00,17,8,138.15
1,3423,2020/8/16 0:00,17,8,116.86
1,3429,2020/7/29 0:00,82,42,9342.33
1,3429,2020/8/3 0:00,82,39,10723.89
1,3429,2020/8/7 0:00,82,40,10327.84
1,3430,2020/7/30 0:00,2,2,2414.1
1,3430,2020/8/7 0:00,2,2,2982.6
1,3430,2020/8/11 0:00,2,2,2599.4
1,3440,2020/8/2 0:00,33,10,2893.08
1,3440,2020/8/4 0:00,33,9,2386.69
1,3440,2020/8/6 0:00,33,9,2940.93
1,3440,2020/8/9 0:00,33,7,2126.29
1,3440,2020/8/13 0:00,33,9,3065.05
1,3450,2020/8/8 0:00,45,25,21730.76
1,3450,2020/8/14 0:00,45,21,21670.54
1,3450,2020/8/16 0:00,45,22,25290.83
1,3460,2020/8/5 0:00,129,55,16525.44
1,3460,2020/8/8 0:00,129,55,18771.48
1,3460,2020/8/14 0:00,129,53,13786.3
1,3460,2020/8/16 0:00,129,55,17403.48
1,3471,2020/7/31 0:00,1,0,0
1,3471,2020/8/4 0:00,1,0,0
1,3471,2020/8/13 0:00,1,0,0
1,3471,2020/8/15 0:00,1,0,0
1,3479,2020/7/29 0:00,2,0,0
1,3479,2020/8/8 0:00,2,0,0
1,3479,2020/8/14 0:00,2,0,0
1,3480,2020/7/31 0:00,20,9,1305.01
1,3480,2020/8/1 0:00,20,8,738.59
1,3480,2020/8/12 0:00,20,10,1176.33
1,3480,2020/8/15 0:00,20,8,1231.37
1,3490,2020/7/31 0:00,720,320,304360.4661
1,3490,2020/8/1 0:00,717,325,300853.36
1,3490,2020/8/12 0:00,717,322,220439.75
1,3490,2020/8/15 0:00,717,289,187948.74
1,3512,2020/7/30 0:00,22,14,1048.5503
1,3512,2020/8/7 0:00,22,14,1274.5367
1,3512,2020/8/11 0:00,22,12,1108.3867
1,3520,2020/7/30 0:00,100,41,52062.31
1,3520,2020/8/11 0:00,99,40,62382.17
1,3530,2020/7/30 0:00,7,6,6962.2
1,3530,2020/8/11 0:00,7,6,5879.2
1,3540,2020/7/31 0:00,8,7,4756.01
1,3540,2020/8/1 0:00,8,7,5036.8
1,3540,2020/8/12 0:00,8,6,2313.57
1,3540,2020/8/15 0:00,8,6,1295.31
1,3550,2020/7/31 0:00,2,1,43.2
1,3550,2020/8/12 0:00,2,1,47.2
1,3550,2020/8/15 0:00,2,1,45.6
1,3560,2020/8/2 0:00,5,4,1893.13
1,3560,2020/8/4 0:00,5,4,1763.05
1,3560,2020/8/13 0:00,5,4,1998.18
1,3580,2020/7/31 0:00,17,10,1414.99
1,3580,2020/8/1 0:00,17,10,1245.5
1,3580,2020/8/12 0:00,17,9,1073.39
1,3580,2020/8/15 0:00,17,9,811.22
1,35A0,2020/8/5 0:00,4,2,202.44
1,35A0,2020/8/10 0:00,4,2,205.43
1,35A0,2020/8/16 0:00,4,2,195.67
1,35B9,2020/8/8 0:00,3,2,71.66
1,35B9,2020/8/14 0:00,3,2,82.03
1,35B9,2020/8/16 0:00,3,1,60.75
1,3610,2020/8/1 0:00,9,6,5898.4
1,3610,2020/8/12 0:00,9,7,8652.3
1,3610,2020/8/15 0:00,9,5,2759.9
1,3620,2020/7/30 0:00,7,4,312.91
1,3620,2020/8/10 0:00,7,3,286.67
1,3620,2020/8/11 0:00,7,3,310.56
1,3640,2020/7/31 0:00,1,0,15.2
1,3640,2020/8/1 0:00,1,0,14.4
1,3640,2020/8/12 0:00,1,0,15.2
1,3640,2020/8/15 0:00,1,0,15.2
1,3650,2020/7/29 0:00,1,0,4.8
1,3650,2020/7/30 0:00,1,1,16.8
1,3650,2020/8/3 0:00,1,0,0
1,3650,2020/8/7 0:00,1,0,0.8
1,3650,2020/8/11 0:00,1,0,0
1,3660,2020/7/31 0:00,4,1,876.67
1,3660,2020/8/4 0:00,4,1,1151.13
1,3660,2020/8/13 0:00,4,1,1063.87
1,3660,2020/8/15 0:00,4,1,776.68
1,3670,2020/8/1 0:00,11,10,21966.4
1,3690,2020/8/5 0:00,15,7,16785.6
1,3690,2020/8/10 0:00,15,7,17445.1
1,3690,2020/8/16 0:00,15,6,15390.7
1,3710,2020/7/29 0:00,3,2,5545
1,3710,2020/8/3 0:00,3,2,6086
1,3710,2020/8/7 0:00,3,2,5845
1,3750,2020/7/29 0:00,5,3,5352
1,3750,2020/7/30 0:00,5,3,4840.8
1,3750,2020/8/3 0:00,5,3,4262.4
1,3750,2020/8/7 0:00,5,3,4196
1,3750,2020/8/11 0:00,5,3,4211.2
1,3770,2020/8/6 0:00,1,1,144
1,3770,2020/8/9 0:00,1,1,97.6
1,3790,2020/8/1 0:00,2,1,570
1,3790,2020/8/12 0:00,2,2,661.6
1,3790,2020/8/15 0:00,2,1,480
1,3811,2020/8/2 0:00,11,8,32062.4
1,3811,2020/8/6 0:00,11,8,33599.6
1,3811,2020/8/9 0:00,11,8,34574.8
1,3811,2020/8/13 0:00,11,8,36620.4
1,3820,2020/8/1 0:00,1,1,1059.2352
1,3860,2020/8/5 0:00,1,1,67.2
1,3860,2020/8/10 0:00,1,1,65.6
